3676,7317.75,3565.25,12744,7836.75,3662,10435,1459,Dalatmilk
3667.75,7301,3558.25,12703.75,7816.5,3651.25,10430,1459.25,Dalatmilk
4061.5,7910.75,3917,12770.5,8826,3573.5,11202.25,1458,Dalatmilk
4041,7887.25,3898.5,12762.5,8796.5,3581.75,11170.5,1457.5,Dalatmilk
4025.5,7866,3878,13030,8750.75,3574,11128.75,1457.75,Dalatmilk
4010,7829,3861.25,13272.75,8673.5,3556.25,11091,1457.75,Dalatmilk
3991.75,7798.5,3838.25,13060,8599.75,3544.25,11061.75,1457.75,Dalatmilk
3974.5,7779,3817,13330.25,8548.25,3540.25,11032.5,1457.25,Dalatmilk
3963,7764.5,3801.75,13456.75,8492,3536.75,10999.75,1457.75,Dalatmilk
3942.75,7727.5,3788.5,13276.5,8467.25,3544.75,10978,1458,Dalatmilk
3926.5,7705,3772.75,13028.75,8443.75,3549.25,10957.25,1457.5,Dalatmilk
3907.75,7643.25,3757.75,13112.5,8405,3537.75,10932,1458,Dalatmilk
3889,7618.25,3749,12570.25,8376.75,3556.75,10909.25,1457.75,Dalatmilk
3878,7605.25,3736.25,12903.25,8345.25,3553.25,10883,1458,Dalatmilk
3867.5,7593.75,3721,13134.25,8282.25,3532.75,10856.75,1458,Dalatmilk
3856,7583.25,3709.25,13122,8233,3524,10838.75,1458,Dalatmilk
3852.25,7586.25,3699.75,12819.75,8215.25,3544.5,10814.5,1458,Dalatmilk
3838.75,7565.75,3694.75,12627,8202.75,3561.5,10797,1457.75,Dalatmilk
3823.5,7555.75,3685.75,12862.75,8178.25,3553.75,10783,1458,Dalatmilk
3814.75,7523.75,3673,13032,8144,3540.5,10760,1458.25,Dalatmilk
3812,7523,3664.75,12942,8119.25,3549.75,10752,1458.25,Dalatmilk
3803.25,7508,3663.25,12583.75,8118.5,3567.5,10741,1458,Dalatmilk
3797.5,7508.5,3661,12741.5,8109.25,3577.75,10732,1458,Dalatmilk
3791,7512.25,3656.25,12809,8086.75,3567.25,10727.25,1458.25,Dalatmilk
3789.5,7513,3649.5,12663,8081,3581,10706.5,1458.25,Dalatmilk
3782,7513,3646.25,13056.5,8065.75,3571.25,10708,1459,Dalatmilk
3779.5,7498.5,3643.75,12756.25,8023.5,3568.5,10697.5,1458.75,Dalatmilk
4032.25,7635.25,3926.75,13364,8732,4099.25,11287.75,1456,Mocchau
4021.25,7616,3907.75,13399.75,8675,4091.5,11273.75,1455.75,Mocchau
4002.75,7588.25,3893.25,13089.5,8653.25,4114.25,11247.25,1456,Mocchau
3988.5,7573,3879.25,13074,8614.5,4092.5,11226,1456,Mocchau
3976,7553.5,3864.5,13224.75,8576.75,4082,11208.75,1456,Mocchau
3964.75,7526.5,3848,13012.5,8554,4078,11178.25,1455.75,Mocchau
3950.25,7504.5,3833,13117.25,8509.25,4061.25,11159.5,1455.75,Mocchau
3933.5,7470.75,3823.75,12957.75,8485,4082.75,11141.25,1456.25,Mocchau
3923.75,7461.5,3813.75,12942,8474.5,4071.5,11124.5,1456.25,Mocchau
3913.25,7449.25,3802.25,12969.75,8446.75,4062.75,11101.75,1456.25,Mocchau
3900.25,7435.5,3792,12976.75,8419.5,4067.25,11083.5,1456.5,Mocchau
3886.75,7419.75,3780.5,12910,8406.25,4061.25,11063.75,1457.25,Mocchau
3881,7411,3768.25,12861.75,8380.75,4047.5,11039,1456.5,Mocchau
3873,7397.25,3760.5,12942.5,8367.75,4024,11026,1456.5,Mocchau
3866,7382,3752.75,12870,8355.75,4033.5,11014.75,1457,Mocchau
3861.25,7381.75,3744,13045,8340,4032.75,11004.5,1457.25,Mocchau
3855.25,7373.5,3737.75,13125,8331,4009,10998,1457.25,Mocchau
3845.25,7359,3728.25,12926.5,8312,3994.75,10978.5,1457,Mocchau
3839.25,7342.75,3720,12808.75,8292.5,3998,10954.5,1457,Mocchau
3827.25,7337,3713.25,12677,8272.25,4037,10931,1457,Mocchau
3815.75,7321.25,3702.25,12679,8238.25,4020.5,10907,1457,Mocchau
3808,7304,3690,12879,8207.5,3980,10888.75,1456.75,Mocchau
3796.75,7292.25,3686.25,12574,8198.25,4009.25,10851,1457,Mocchau
3784,7285.75,3678.5,12546.25,8177.25,4006.25,10827.25,1457,Mocchau
3777.25,7272.25,3672.25,12586,8168,3998.25,10810,1457,Mocchau
3931.75,7568.5,3859.5,13372.25,8358.75,4011.25,11125.5,1456.75,Mocchau
3917.75,7547.75,3845.25,13271.5,8331,4005.5,11101.75,1456.25,Mocchau
3902.25,7518.5,3832,13168,8298.25,4006,11066.5,1456.25,Mocchau
3892.5,7526.75,3823.75,13777.25,8263,3993.75,11047.25,1457.25,Mocchau
3888.75,7540.5,3814,13803,8201.5,3967.25,11042.5,1457,Mocchau
3874.25,7511.75,3801.25,13604,8171,3949.25,11028.25,1457,Mocchau
3862.75,7499.25,3791.5,13724.5,8141.75,3956,11015,1457.25,Mocchau
3855.5,7493,3783.75,13501.25,8131.75,3954,11004.5,1457,Mocchau
3841,7443.75,3769,13466.5,8112.25,3953.75,10995.25,1457,Mocchau
3833.75,7431.25,3759,13123.5,8088.75,3975.75,10964.75,1457,Mocchau
3823.25,7423.5,3750.25,13361.25,8075,3971,10934,1457,Mocchau
3828.25,7439.75,3747,13568.25,8042.75,3941,10919.75,1457,Mocchau
3814.25,7428.75,3738.75,13216.75,8041.25,3957.75,10900,1457.25,Mocchau
3810.25,7420.5,3734.5,13257.25,8044.25,3955.5,10873,1457,Mocchau
3795.5,7410.5,3722,13595.75,8010,3912.5,10859.75,1457,Mocchau
3784,7383.25,3711.25,12903.75,7992.25,3954.5,10834.5,1457.25,Mocchau
3774.75,7361.25,3705.5,12741.25,8002,3978.5,10797.75,1457.25,Mocchau
3768.75,7358.75,3698.5,12972,7991.75,3958,10782,1457.5,Mocchau
3765.75,7367.25,3694.25,12903.75,7952.75,3951.75,10769.75,1457,Mocchau
3758.75,7348,3690.5,12597.5,7948.75,3963.5,10735.5,1457.25,Mocchau
3751.75,7329.25,3683.75,12731.5,7946.25,3953.5,10719.25,1457,Mocchau
3746.75,7330.5,3675.75,12718.75,7915.25,3935.75,10704.75,1457,Mocchau
3735.75,7319.25,3669,12676.5,7901.5,3929.25,10684.5,1457.25,Mocchau
3729,7309.75,3661.5,12791,7891.25,3939.75,10661,1457,Mocchau
3726.5,7315.25,3655.25,13007.75,7855.75,3914,10664.25,1457.25,Mocchau
4016.25,7961.5,3832.25,13054.75,8649.75,3719.5,11220,1457.25,Thtruemilk
4001.25,7914.5,3821,13313.5,8624.5,3732,11213,1457.5,Thtruemilk
3983.25,7881.25,3809,13334.75,8603,3755.75,11194.25,1457.5,Thtruemilk
3971.5,7841,3795.75,13295,8572,3754.75,11173,1457.75,Thtruemilk
3956.5,7869.75,3786.25,13192,8535.5,3739,11156.75,1457.5,Thtruemilk
3946.5,7870.25,3779.25,13102.75,8520.75,3739.25,11145,1457.75,Thtruemilk
3935,7855.5,3768.25,13079.75,8489.25,3752.25,11128,1458,Thtruemilk
3923.75,7819,3757,13255.25,8464.75,3753,11116.5,1458,Thtruemilk
3911,7786.75,3745.5,13135.25,8441,3733.25,11101,1458,Thtruemilk
3900.75,7801,3733,12772.25,8410.25,3681.5,11068.5,1458.5,Thtruemilk
3892,7749,3724.75,12933.5,8398.5,3701.5,11062.5,1458,Thtruemilk
3879.5,7764.5,3714.5,13068.25,8381.75,3739.25,11056.75,1458.25,Thtruemilk
3867.75,7745.25,3707.75,13073.75,8359,3760.5,11041.25,1458.25,Thtruemilk
3856.75,7727.25,3701.25,13136.75,8342,3748.25,11029.25,1459,Thtruemilk
3853.25,7739.5,3695.5,12910.25,8319,3711.75,11008.5,1458.25,Thtruemilk
3842.5,7711.75,3688,12969.25,8304.25,3713,10991,1458.25,Thtruemilk
3836.25,7719.75,3683,12899.75,8283.75,3688.75,10974,1458.75,Thtruemilk
3828.25,7701.5,3674.25,12878,8260.5,3682.25,10952.75,1458.5,Thtruemilk
3818.25,7663.25,3668.75,13001,8257.25,3726.75,10941.25,1458.75,Thtruemilk
3811.75,7655.75,3663.75,12974.75,8233,3741.5,10939.75,1459.25,Thtruemilk
3803.75,7648.5,3657.5,12881.25,8218.5,3717,10928.75,1459,Thtruemilk
3799,7640,3655.25,12906.5,8209,3712.5,10921.75,1459.5,Thtruemilk
3792.75,7636.75,3648,12898.25,8202.75,3701,10909.5,1459,Thtruemilk
3788.5,7654.5,3644.75,12865.25,8163.25,3682.5,10900.75,1459.25,Thtruemilk
3780,7645.5,3639,12878.5,8143.75,3688,10889,1459.25,Thtruemilk
3858.75,7699.75,3739.75,13887,7985.5,3753.5,10475.75,1456.75,Thtruemilk
3848,7654,3729.75,14059.5,7962.75,3767.75,10467.25,1457.5,Thtruemilk
3838.25,7602.5,3716.5,13999.25,7946,3758,10456,1457.75,Thtruemilk
3828.75,7623,3705,14026.75,7931.25,3766,10449.5,1457.5,Thtruemilk
3818,7602.75,3694.25,14030,7921,3751,10444,1457.5,Thtruemilk
3808.75,7629.5,3689.5,13742.75,7892.5,3722.5,10422.75,1457.25,Thtruemilk
3801,7679.75,3677.5,13627.25,7879.75,3708,10409.5,1457.5,Thtruemilk
3792.75,7612.5,3672.75,13838.75,7861.5,3714,10402.25,1458,Thtruemilk
3785.75,7614.5,3662.25,13628,7840.5,3713,10387.25,1457.75,Thtruemilk
3775,7610.75,3654.25,13850.5,7832.75,3697.75,10383.5,1458,Thtruemilk
3770,7610,3646,13832.5,7825,3746.75,10381,1458,Thtruemilk
3762.75,7643.5,3646.25,13514.5,7800.25,3720.5,10369.25,1458,Thtruemilk
3754.5,7571.5,3632.75,13465.5,7775.75,3727,10361.75,1458.25,Thtruemilk
3745,7556.25,3625,13563.75,7756.75,3725.75,10353.75,1458.75,Thtruemilk
3736,7560.25,3617.75,13734.75,7747.5,3695.5,10343.5,1458.5,Thtruemilk
3727.25,7542,3605.5,13767,7728.25,3728.5,10339.75,1458.5,Thtruemilk
3724,7551.5,3603.25,13760.75,7724,3729.5,10340,1458.5,Thtruemilk
3717,7559,3593.75,13640.5,7708.25,3714.25,10329.75,1458.75,Thtruemilk
3710.5,7545.75,3589.5,13764.5,7701.5,3724.25,10328.75,1459,Thtruemilk
3702,7512.75,3581.75,13489,7694,3713.75,10322.5,1458.75,Thtruemilk
3697.75,7530.75,3578.75,13652,7672,3727,10319,1459,Thtruemilk
3690.75,7532.25,3574.75,13570.75,7659,3733.75,10325,1459.25,Thtruemilk
3685.25,7529.25,3567.5,13629.5,7646.5,3719.25,10323,1459.5,Thtruemilk
3681,7531,3561.5,13450.25,7628.5,3728.75,10304.5,1459,Thtruemilk
3675.75,7530.5,3560,13468.5,7615.75,3732,10301.25,1459.25,Thtruemilk
3824.25,7339.5,3741,13402.75,8160.5,3725.25,10493,1455.75,Vinamilk
3817.5,7321.75,3729.75,13343.75,8142.75,3723.25,10482.75,1456.25,Vinamilk
3806.5,7304.25,3717,13391.5,8124.25,3718.5,10470.75,1456.25,Vinamilk
3793,7298.5,3707.5,13449,8106.75,3708.25,10457,1456.25,Vinamilk
3782.75,7275.5,3698.75,13321.5,8083.5,3706.5,10446.75,1456.25,Vinamilk
3774,7255,3690.75,13402,8050,3708.5,10434,1456.25,Vinamilk
3765.25,7245.25,3685,13615,8026.75,3710.25,10429,1456.75,Vinamilk
3765.25,7258,3688,13971.25,8013.75,3723.5,10436.25,1456.75,Vinamilk
3764,7233.25,3695.5,14260.25,8021.75,3721.25,10451.5,1457,Vinamilk
3762,7181.75,3692.25,14225.25,8023.75,3727.5,10448,1457,Vinamilk
3753.25,7145.25,3683.25,14126.75,8016.5,3711.5,10431,1456.75,Vinamilk
3740,7102.75,3673.5,14080.75,7992.75,3706.5,10412.75,1457.25,Vinamilk
3730.75,7069.5,3666.5,14140.5,7973,3700.25,10398.75,1457.25,Vinamilk
3725,7048.5,3664,14171.75,7953.5,3710.75,10394.25,1457.5,Vinamilk
3721.75,7032.75,3658.5,13980.25,7931.25,3714.5,10394.75,1457.75,Vinamilk
3717,7009.25,3652.25,13966.75,7919.75,3702.75,10382.5,1457.25,Vinamilk
3708.25,6993,3646.5,13941.25,7898,3697.5,10374,1457.25,Vinamilk
3705.25,6974.75,3642.25,14062,7893.75,3691.25,10369.75,1458,Vinamilk
3697.25,6952.75,3637,13944.75,7876.25,3690,10362.25,1458,Vinamilk
3692.25,6942,3631.25,14007.75,7865.75,3693.25,10354.75,1458,Vinamilk
3685.75,6921,3624.75,14068,7856,3686.75,10348.25,1458,Vinamilk
3681.75,6917.75,3619.75,14008.25,7838.75,3684.75,10343.5,1458.5,Vinamilk
3678.75,6910.75,3617.75,13973,7837.5,3701.25,10336.75,1458.75,Vinamilk
3673.75,6889.75,3614,13910,7840.5,3684.25,10331.5,1458.5,Vinamilk
3669.25,6881.25,3609.5,13847,7813.5,3682.25,10322,1458.5,Vinamilk
3900.25,7642.5,3783,13283.75,8247.25,3664.75,10450,1458.75,Vinamilk
3887.25,7637.5,3775.5,13506.5,8202.75,3666.5,10440.5,1458.25,Vinamilk
3871.5,7616.75,3764.25,13756.75,8169,3665.25,10420,1458.25,Vinamilk
3856.75,7589.75,3748.25,13693.25,8125,3664.25,10405.5,1458.75,Vinamilk
3847.75,7572.5,3741,13947.75,8106,3663,10396.75,1459,Vinamilk
3838.5,7565.75,3728.5,13774.5,8068.75,3661.75,10388.5,1458.75,Vinamilk
3827,7536.75,3713,13673.25,8032.25,3660.25,10369.5,1459,Vinamilk
3814.25,7518.5,3698.75,13663.75,8011.25,3657,10354.25,1458.75,Vinamilk
3802,7505.5,3689.25,13952.5,7985,3648.75,10341.25,1459,Vinamilk
3791.5,7502.5,3680.75,14055.25,7952.75,3648.75,10330.25,1459,Vinamilk
3783.5,7472.75,3672.25,13573.5,7929.25,3652.5,10318.5,1459,Vinamilk
3775.75,7463.25,3660.75,13598.75,7912.5,3648.25,10305,1459.5,Vinamilk
3766,7456.5,3651,13542.25,7894.75,3650.25,10290.75,1458.75,Vinamilk
3759.5,7448,3644.25,13559.5,7883.25,3647.25,10284.5,1459,Vinamilk
3748,7430,3636.75,13306.75,7855.5,3647.25,10273.75,1459,Vinamilk
3736.5,7407.75,3627,13531,7835.75,3644,10267,1459.25,Vinamilk
3729.75,7402.75,3620.75,13655.5,7809.75,3644.5,10253.25,1459.25,Vinamilk
3725.25,7401.5,3612.5,13424.75,7783.25,3642,10242,1459.5,Vinamilk
3717.25,7381.5,3608,13485.75,7767,3639.5,10228.25,1459.75,Vinamilk
3715,7387.75,3600.75,13106.25,7767.5,3645.25,10214.5,1459.5,Vinamilk
3712.25,7392.5,3599.25,13412.25,7762,3641,10215.25,1459.5,Vinamilk
3701,7372,3591.75,13269.75,7738.5,3640,10197.5,1460,Vinamilk
3696.25,7361.25,3590,13254.75,7729,3652,10195.25,1459.5,Vinamilk
3693.5,7364.5,3585.25,13142,7733.5,3651,10187,1460,Vinamilk
3685.5,7346.5,3573.25,12818,7716.75,3630.5,10176.25,1459.75,Vinamilk
3784.5,7197.25,3665.25,12008,8157.5,3499.75,9865,1461.75,Dutchlady
3762,7163.25,3644.25,11881.25,8076.75,3500,9844.5,1461.5,Dutchlady
3738.25,7125.25,3625.25,12194,8019.25,3488.5,9829,1462,Dutchlady
3718,7087.5,3606.5,12081.75,7964.25,3488.25,9812.5,1462,Dutchlady
3697.75,7060.75,3586.25,12014.25,7916.25,3477.75,9795,1461.75,Dutchlady
3685,7019.5,3570.5,11886,7860.5,3487.5,9765,1462,Dutchlady
3665.5,6984,3557.25,12272,7798.25,3469.25,9738,1461.5,Dutchlady
3644.75,6945.75,3535.5,11954.75,7771.75,3462.5,9714.75,1462,Dutchlady
3633,6916.75,3517,11781.25,7739.5,3472.25,9695,1462,Dutchlady
3621,6884,3507.25,11795.25,7703.25,3476.25,9682,1462,Dutchlady
3606.75,6859.25,3492.25,11615,7676.5,3469.25,9671,1461.75,Dutchlady
3597,6831.75,3481.5,11407.25,7652.5,3475,9660.75,1462.25,Dutchlady
3581.75,6808,3469,11747.25,7619.75,3465.75,9647.25,1462,Dutchlady
3567,6776.75,3454.25,11848.75,7572.5,3456.5,9630.25,1462,Dutchlady
3554.75,6759.75,3448.5,12034.25,7536,3453.5,9614.5,1462.25,Dutchlady
3536,6736.5,3431.25,11951,7505.75,3431.25,9592.25,1461.75,Dutchlady
3519,6710.75,3413,11691,7461.5,3443.5,9562.5,1462.25,Dutchlady
3516.5,6692,3407,11531,7434.75,3448.75,9549.75,1462.25,Dutchlady
3505.5,6671,3401.5,11561.5,7405,3434.25,9533.75,1462.25,Dutchlady
3489,6655.5,3389,11475.75,7385.5,3448.75,9518.5,1462.5,Dutchlady
3484.75,6635,3381.5,11351,7363.5,3461.25,9507.75,1462.25,Dutchlady
3482.5,6613.25,3377.5,11353.5,7348.75,3457.5,9497.75,1462.25,Dutchlady
3475.75,6600.75,3371,11511.25,7321.25,3457,9487,1462.75,Dutchlady
3465.25,6589.25,3365.25,11358,7307.5,3450.5,9481,1462.5,Dutchlady
3461.25,6576,3360.25,11309.25,7285,3458.75,9467.5,1463,Dutchlady
3718.75,7092.75,3594.75,11099.5,7629.75,3491.25,9761.25,1462,Dutchlady
3701.25,7055.75,3575.5,11011.5,7593,3505.25,9735.5,1462,Dutchlady
3678.75,7028.25,3556.5,11384.75,7550.5,3487.25,9722.25,1462.75,Dutchlady
3653,6987.5,3530.25,10946.5,7515.25,3473,9702.25,1462.5,Dutchlady
3634.75,6945.5,3511.75,11181.75,7490.25,3462,9678,1462.5,Dutchlady
3610.25,6915.25,3488.25,10655,7468.25,3457.25,9648.75,1462.5,Dutchlady
3590,6890,3470.5,10686.25,7447,3449,9619,1462,Dutchlady
3577.75,6865.5,3458.25,10683.25,7421,3450.25,9600,1462.25,Dutchlady
3560.25,6844.75,3442,11100.5,7375.25,3440.75,9587.25,1462.25,Dutchlady
3540.25,6812.25,3425.75,11030.25,7324.5,3439.75,9567.5,1462.25,Dutchlady
3532.25,6790,3416,10732.75,7294.75,3447,9543.75,1462.75,Dutchlady
3521.75,6789,3407.5,11267.75,7252.75,3442.5,9532.25,1462.75,Dutchlady
3506,6771.75,3393.5,10977.75,7228,3440.25,9516.5,1462.75,Dutchlady
3497.75,6746.25,3384.75,10720.75,7221.5,3444.5,9494.5,1462.25,Dutchlady
3490.5,6737.25,3378.25,11013,7184.25,3436,9484.25,1462.5,Dutchlady
3473.5,6717.75,3363.75,11270.5,7140,3431.75,9472.75,1462.75,Dutchlady
3463,6696.25,3355.75,10695.75,7124,3436.5,9454.25,1463,Dutchlady
3452.5,6672.75,3346.5,10859.25,7108.75,3430.5,9441.25,1462.75,Dutchlady
3442.25,6659.5,3336.5,10904,7084.5,3428.5,9422,1462.75,Dutchlady
3428.5,6643.75,3326,11080.5,7058.5,3427,9411.75,1462.25,Dutchlady
3417.25,6622.75,3316.25,10634,7038.25,3427,9385,1462.25,Dutchlady
3414.5,6616.75,3311.75,10621.75,7033.25,3437,9368,1462.75,Dutchlady
3407.5,6602.5,3303.75,10848.25,7012.75,3423,9353.25,1462.25,Dutchlady
3391,6584.75,3290.25,10981,6974.25,3419.5,9342.5,1462.5,Dutchlady
3379.5,6568.5,3281.75,10919,6930.75,3416.25,9327.75,1462.75,Dutchlady
